ア、,2,2,9000,フィラー,*,*,*,*,*,ア、,ア,ア
アー、,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
アー…,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
イ、,2,2,9000,フィラー,*,*,*,*,*,イ、,イ,イ
ウ、,2,2,9000,フィラー,*,*,*,*,*,ウ、,ウ,ウ
ウェー,2,2,16000,フィラー,*,*,*,*,*,ウェー、,ウェー,ウェー
エー、,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エー…,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エート、,2,2,9000,フィラー,*,*,*,*,*,エート、,エート,エート
エート,2,2,15000,フィラー,*,*,*,*,*,エート、,エート,エート
オ、,2,2,9000,フィラー,*,*,*,*,*,オ、,オ,オ
グ、,2,2,9000,フィラー,*,*,*,*,*,グ、,グ,グ
ス、,2,2,9000,フィラー,*,*,*,*,*,ス、,ス,ス
ニ、,2,2,9000,フィラー,*,*,*,*,*,ニ、,ニ,ニ
ハ、,2,2,9000,フィラー,*,*,*,*,*,ハ、,ハ,ハ
バ、,2,2,9000,フィラー,*,*,*,*,*,バ、,バ,バ
ヨ、,2,2,9000,フィラー,*,*,*,*,*,ヨ、,ヨ,ヨ
アバ、,2,2,9000,フィラー,*,*,*,*,*,アバ、,アバ,アバ
キコキコキコ,3,3,4000,感動詞,*,*,*,*,*,キコキコキコ,キコキコキコ,キコキコキコ
キコキコキコキコ,3,3,2000,感動詞,*,*,*,*,*,キコキコキコ,キコキコキコキコ,キコキコキコキコ
ギゴンギゴンギゴン,3,3,1000,感動詞,*,*,*,*,*,ギゴンギゴンギゴン,ギゴンギゴンギゴン,ギゴンギゴンギゴン
ギシッ,3,3,7000,感動詞,*,*,*,*,*,ギシッ,ギシッ,ギシッ
ギャギャギャギャ,3,3,4000,感動詞,*,*,*,*,*,ギャギャギャギャ,ギャギャギャギャ,ギャギャギャギャ
ギャギャギャギャギャ,3,3,2000,感動詞,*,*,*,*,*,ギャギャギャギャ,ギャギャギャギャギャ,ギャギャギャギャギャ
ギャギャギャギャギャギャ,3,3,100,感動詞,*,*,*,*,*,ギャギャギャギャ,ギャギャギャギャギャギャ,ギャギャギャギャギャギャ
キャドゥーム,3,3,4000,感動詞,*,*,*,*,*,キャドゥーム,キャドゥーム,キャドゥーム
キャバァ,3,3,6000,感動詞,*,*,*,*,*,キャバァ,キャバァ,キャバァ
キャバァーン,3,3,2000,感動詞,*,*,*,*,*,キャバァーン,キャバァーン,キャバァーン
キャバアーン,3,3,4000,感動詞,*,*,*,*,*,キャバァーン,キャバアーン,キャバアーン
キャバキャバァーン,3,3,1000,感動詞,*,*,*,*,*,キャバキャバァーン,キャバキャバァーン,キャバキャバァーン
キャバキャバババァーンキャバァーン,3,3,100,感動詞,*,*,*,*,*,キャバキャバババァーンキャバァーン,キャバキャバババァーンキャバァーン,キャバキャバババァーンキャバァーン
キャババァーン,3,3,1000,感動詞,*,*,*,*,*,キャババァーン,キャババァーン,キャババァーン
キャババババ…,3,3,1000,感動詞,*,*,*,*,*,キャババババ…,キャババババ…,キャババババ…
キャブーム,3,3,4000,感動詞,*,*,*,*,*,キャブーム,キャブーム,キャブーム
ギャリギャリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ギャリギャリ,ギャリギャリ,ギャリギャリ
ギャリギャリギャリ,3,3,2000,感動詞,*,*,*,*,*,ギャリギャリギャリ,ギャリギャリギャリ,ギャリギャリギャリ
ギャリギャリギャリギャリ,3,3,100,感動詞,*,*,*,*,*,ギャリギャリギャリ,ギャリギャリギャリギャリ,ギャリギャリギャリギャリ
ギャリン,3,3,6000,感動詞,*,*,*,*,*,ギャリン,ギャリン,ギャリン
ギャルルル,3,3,4000,感動詞,*,*,*,*,*,ギャルルル,ギャルルル,ギャルルル
ギャルルルル,3,3,2000,感動詞,*,*,*,*,*,ギャルルル,ギャルルルル,ギャルルルル
ギャルルルルル,3,3,1000,感動詞,*,*,*,*,*,ギャルルル,ギャルルルルル,ギャルルルルル
ギュアアアア,3,3,4000,感動詞,*,*,*,*,*,ギュアアアア,ギュアアアア,ギュアアアア
キュイイイ,3,3,4000,感動詞,*,*,*,*,*,キュイイイ,キュイイイ,キュイイイ
キュイイイイ,3,3,2000,感動詞,*,*,*,*,*,キュイイイイ,キュイイイイ,キュイイイイ
キュイイイイイ,3,3,1000,感動詞,*,*,*,*,*,キュイイイイイ,キュイイイイイ,キュイイイイイ
キュイイイイイイイイン,3,3,100,感動詞,*,*,*,*,*,キュイイイイイイイイン,キュイイイイイイイイン,キュイイイイイイイイン
キュイイイイイイン,3,3,1000,感動詞,*,*,*,*,*,キュイイイイイイン,キュイイイイイイン,キュイイイイイイン
キュイイイーッ,3,3,1000,感動詞,*,*,*,*,*,キュイイイーッ,キュイイイーッ,キュイイイーッ
キュイイイイン,3,3,1000,感動詞,*,*,*,*,*,キュイイイイン,キュイイイイン,キュイイイイン
キュイイイーン,3,3,1000,感動詞,*,*,*,*,*,キュイイイーン,キュイイイーン,キュイイイーン
キュイキュイキュイ,3,3,2000,感動詞,*,*,*,*,*,キュイキュイキュイ,キュイキュイキュイ,キュイキュイキュイ
キュイキュイキュイキュイ,3,3,100,感動詞,*,*,*,*,*,キュイキュイキュイキュイ,キュイキュイキュイキュイ,キュイキュイキュイキュイ
ギュウイイイーン,3,3,1000,感動詞,*,*,*,*,*,ギュウイイイーン,ギュウイイイーン,ギュウイイイーン
ギュウイーン,3,3,4000,感動詞,*,*,*,*,*,ギュウイーン,ギュウイーン,ギュウイーン
キュウウン,3,3,4000,感動詞,*,*,*,*,*,キュウウン,キュウウン,キュウウン
キュウーン,3,3,4000,感動詞,*,*,*,*,*,キュウーン,キュウーン,キュウーン
キューキュカコー,3,3,2000,感動詞,*,*,*,*,*,キューキュカコー,キューキュカコー,キューキュカコー
キューン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,キューン,キューン,キューン
ギュオオオーン,3,3,1000,感動詞,*,*,*,*,*,ギュオオオーン,ギュオオオーン,ギュオオオーン
ギュオーン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ギュオーン,ギュオーン,ギュオーン
キュオーンキュワワーーン,3,3,100,感動詞,*,*,*,*,*,キュオーンキュワワーーン,キュオーンキュワワーーン,キュオーンキュワワーーン
ギュガガガガ,3,3,2000,感動詞,*,*,*,*,*,ギュガガガガ,ギュガガガガ,ギュガガガガ
キュカキュカ,3,3,4000,感動詞,*,*,*,*,*,キュカキュカ,キュカキュカ,キュカキュカ
ギュガギュガギュガ,3,3,1000,感動詞,*,*,*,*,*,ギュガギュガギュガ,ギュガギュガギュガ,ギュガギュガギュガ
ギュギュイーン,3,3,3000,感動詞,*,*,*,*,*,ギュギュイーン,ギュギュイーン,ギュギュイーン
ギュギューン,3,3,2000,感動詞,*,*,*,*,*,ギュギューン,ギュギューン,ギュギューン
キュキュキキ,3,3,4000,感動詞,*,*,*,*,*,キュキュキキ,キュキュキキ,キュキュキキ
キュキュキュイーン,3,3,1000,感動詞,*,*,*,*,*,キュキュキュイーン,キュキュキュイーン,キュキュキュイーン
ギュギュギュギュ,3,3,2000,感動詞,*,*,*,*,*,ギュギュギュギュ,ギュギュギュギュ,ギュギュギュギュ
ギュグン,3,3,6000,感動詞,*,*,*,*,*,ギュグン,ギュグン,ギュグン
キュコ,3,3,7000,感動詞,*,*,*,*,*,キュコ,キュコ,キュコ
キュコキュコキュコ,3,3,2000,感動詞,*,*,*,*,*,キュコキュコキュコ,キュコキュコキュコ,キュコキュコキュコ
キュコキュコキュコキュコ,3,3,100,感動詞,*,*,*,*,*,キュコキュコキュコ,キュコキュコキュコキュコ,キュコキュコキュコキュコ
キュゴンキュゴンキュゴン,3,3,100,感動詞,*,*,*,*,*,キュゴンキュゴンキュゴン,キュゴンキュゴンキュゴン,キュゴンキュゴンキュゴン
キュッイイイイイイイイン,3,3,100,感動詞,*,*,*,*,*,キュッイイイイイイイイン,キュッイイイイイイイイン,キュッイイイイイイイイン
キュッキ,3,3,6000,感動詞,*,*,*,*,*,キュッキ,キュッキ,キュッキ
キュッキュッ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,キュッキュッ,キュッキュッ,キュッキュッ
キュラキュラキュラ,3,3,1000,感動詞,*,*,*,*,*,キュラキュラキュラ,キュラキュラキュラ,キュラキュラキュラ
キュラキュラキュラキュラ,3,3,100,感動詞,*,*,*,*,*,キュラキュラキュラキュラ,キュラキュラキュラキュラ,キュラキュラキュラキュラ
ギュラギュラギュラギュラ,3,3,100,感動詞,*,*,*,*,*,ギュラギュラギュラギュラ,ギュラギュラギュラギュラ,ギュラギュラギュラギュラ
キュルキュル,1282,1282,5000,副詞,助詞類接続,*,*,*,*,キュルキュル,キュルキュル,キュルキュル
ギュルギュル,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ギュルギュル,ギュルギュル,ギュルギュル
ギュンギュンギュンギュン,3,3,100,感動詞,*,*,*,*,*,ギュンギュンギュンギュン,ギュンギュンギュンギュン,ギュンギュンギュンギュン
キュンキュンキュンキュンキュン,3,3,100,感動詞,*,*,*,*,*,キュンキュンキュンキュンキュン,キュンキュンキュンキュンキュン,キュンキュンキュンキュンキュン
グオオオッ,3,3,4000,感動詞,*,*,*,*,*,グオオオッ,グオオオッ,グオオオッ
クオーン,3,3,6000,感動詞,*,*,*,*,*,クオーン,クオーン,クオーン
グゴゴゴゴルルルル,3,3,1000,感動詞,*,*,*,*,*,グゴゴゴゴルルルル,グゴゴゴゴルルルル,グゴゴゴゴルルルル
グシャグシャ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,グシャグシャ,グシャグシャ,グシャグシャ
グシャリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,グシャリ,グシャリ,グシャリ
グダグダグダグダ,3,3,1000,感動詞,*,*,*,*,*,グダグダグダグダ,グダグダグダグダ,グダグダグダグダ
ゴアアア,3,3,6000,感動詞,*,*,*,*,*,ゴアアア,ゴアアア,ゴアアア
ゴアアアア,3,3,5000,感動詞,*,*,*,*,*,ゴアアア,ゴアアアア,ゴアアアア
ゴアアアアア,3,3,4000,感動詞,*,*,*,*,*,ゴアアア,ゴアアアアア,ゴアアアアア
ゴアアアアアア,3,3,1000,感動詞,*,*,*,*,*,ゴアアアアアア,ゴアアアアアア,ゴアアアアアア
ゴアアアアアオオン,3,3,1000,感動詞,*,*,*,*,*,ゴアアアアアオオン,ゴアアアアアオオン,ゴアアアアアオオン
ゴアアアアオオオン,3,3,1000,感動詞,*,*,*,*,*,ゴアアアアオオオン,ゴアアアアオオオン,ゴアアアアオオオン
ゴアアオオオン,3,3,1000,感動詞,*,*,*,*,*,ゴアアオオオン,ゴアアオオオン,ゴアアオオオン
ゴウ,3,3,9000,感動詞,*,*,*,*,*,ゴウ,ゴウ,ゴウ
ゴウウウ,3,3,6000,感動詞,*,*,*,*,*,ゴウウウ,ゴウウウ,ゴウウウ
ゴウウウウ,3,3,4000,感動詞,*,*,*,*,*,ゴウウウウ,ゴウウウウ,ゴウウウウ
ゴウウウウウ,3,3,2000,感動詞,*,*,*,*,*,ゴウウウウウ,ゴウウウウウ,ゴウウウウウ
ゴウオオオーン,3,3,3000,感動詞,*,*,*,*,*,ゴウオオオーン,ゴウオオオーン,ゴウオオオーン
ゴウゴウ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴウゴウ,ゴウゴウ,ゴウゴウ
ゴオオオオオオオ,3,3,2000,感動詞,*,*,*,*,*,ゴオオオオオオオ,ゴオオオオオオオ,ゴオオオオオオオ
ゴーン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴーン,ゴーン,ゴーン
ゴギギギギギガガガガガガ,3,3,100,感動詞,*,*,*,*,*,ゴギギギギギガガガガガガ,ゴギギギギギガガガガガガ,ゴギギギギギガガガガガガ
ゴキゴキ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴキゴキ,ゴキゴキ,ゴキゴキ
ゴギゴギ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴギゴギ,ゴギゴギ,ゴギゴギ
ゴキゴキリ,3,3,5000,感動詞,*,*,*,*,*,ゴキゴキリ,ゴキゴキリ,ゴキゴキリ
ゴギッ,3,3,7000,感動詞,*,*,*,*,*,ゴギッ,ゴギッ,ゴギッ
ゴキリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴキリ,ゴキリ,ゴキリ
ゴキリゴキリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴキリゴキリ,ゴキリゴキリ,ゴキリゴキリ
ゴギリゴギリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴギリゴギリ,ゴギリゴギリ,ゴギリゴギリ
ゴギン,3,3,9000,感動詞,*,*,*,*,*,ゴギン,ゴギン,ゴギン
ゴゴガガガガガガ,3,3,2000,感動詞,*,*,*,*,*,ゴゴガガガガガガ,ゴゴガガガガガガ,ゴゴガガガガガガ
コココ,3,3,8000,感動詞,*,*,*,*,*,コココ,コココ,コココ
ゴゴゴ,3,3,8000,感動詞,*,*,*,*,*,ゴゴゴ,ゴゴゴ,ゴゴゴ
ココココ,3,3,4000,感動詞,*,*,*,*,*,コココ,ココココ,ココココ
ゴゴゴゴ,3,3,4000,感動詞,*,*,*,*,*,ゴゴゴ,ゴゴゴゴ,ゴゴゴゴ
ゴッゴッゴッゴッ,3,3,1000,感動詞,*,*,*,*,*,ゴッゴッゴッゴッ,ゴッゴッゴッゴッ,ゴッゴッゴッゴッ
ゴトリ,1282,1282,8000,副詞,助詞類接続,*,*,*,*,ゴトリ,ゴトリ,ゴトリ
ゴトリゴトリ,1282,1282,4000,副詞,助詞類接続,*,*,*,*,ゴトリゴトリ,ゴトリゴトリ,ゴトリゴトリ
ゴバッ,3,3,7000,感動詞,*,*,*,*,*,ゴバッ,ゴバッ,ゴバッ
ゴボゴボ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴボゴボ,ゴボゴボ,ゴボゴボ
ゴンゴン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ゴンゴン,ゴンゴン,ゴンゴン
ザカザカ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ザカザカ,ザカザカ,ザカザカ
ザクッ,3,3,7000,感動詞,*,*,*,*,*,ザクッ,ザクッ,ザクッ
ザザーザリザリザリ,3,3,1000,感動詞,*,*,*,*,*,ザザーザリザリザリ,ザザーザリザリザリ,ザザーザリザリザリ
ザザザ,3,3,16000,感動詞,*,*,*,*,*,ザザザ,ザザザ,ザザザ
ザザザザ,3,3,8000,感動詞,*,*,*,*,*,ザザザ,ザザザザ,ザザザザ
ザザザザザ,3,3,4000,感動詞,*,*,*,*,*,ザザザ,ザザザザザ,ザザザザザ
ザザザザザザ,3,3,2000,感動詞,*,*,*,*,*,ザザザ,ザザザザザザ,ザザザザザザ
ザザッ,3,3,7000,感動詞,*,*,*,*,*,ザザッ,ザザッ,ザザッ
ザッ,3,3,8000,感動詞,*,*,*,*,*,ザッ,ザッ,ザッ
ザブザブ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ザブザブ,ザブザブ,ザブザブ
ザリザリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ザリザリ,ザリザリ,ザリザリ
ザリザリザリ,3,3,8000,感動詞,*,*,*,*,*,ザリザリザリ,ザリザリザリ,ザリザリザリ
ザリザリザリザリ,3,3,4000,感動詞,*,*,*,*,*,ザリザリザリ,ザリザリザリザリ,ザリザリザリザリ
ザリザリザリザリザリ,3,3,2000,感動詞,*,*,*,*,*,ザリザリザリ,ザリザリザリザリザリ,ザリザリザリザリザリ
ザリザリザリザリザリザリ,3,3,1000,感動詞,*,*,*,*,*,ザリザリザリ,ザリザリザリザリザリザリ,ザリザリザリザリザリザリ
ジジジジ,3,3,8000,感動詞,*,*,*,*,*,ジジジジ,ジジジジ,ジジジジ
ジジジジジ,3,3,4000,感動詞,*,*,*,*,*,ジジジジ,ジジジジジ,ジジジジジ
ジジジジジジ,3,3,2000,感動詞,*,*,*,*,*,ジジジジ,ジジジジジ,ジジジジジ
シトシト,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シトシト,シトシト,シトシト
シャキッ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シャキッ,シャキッ,シャキッ
ジャラリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ジャラリ,ジャラリ,ジャラリ
シュイイイ,3,3,4000,感動詞,*,*,*,*,*,シュイイイ,シュイイイ,シュイイイ
シュイイイイ,3,3,2000,感動詞,*,*,*,*,*,シュイイイイ,シュイイイイ,シュイイイイ
シュイイイイイ,3,3,1000,感動詞,*,*,*,*,*,シュイイイイイ,シュイイイイイ,シュイイイイイ
シュウウウ,3,3,8000,感動詞,*,*,*,*,*,シュウウウ,シュウウウ,シュウウウ
シュウウウウ,3,3,4000,感動詞,*,*,*,*,*,シュウウウ,シュウウウウ,シュウウウウ
シュウウウウウ,3,3,2000,感動詞,*,*,*,*,*,シュウウウ,シュウウウウウ,シュウウウウウ
シューシュー,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シューシュー,シューシュー,シューシュー
シュウシュウ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シュウシュウ,シュウシュウ,シュウシュウ
ジュウジュウ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ジュウジュウ,ジュウジュウ,ジュウジュウ
シューン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シューン,シューン,シューン
シュゴウン,3,3,5000,感動詞,*,*,*,*,*,シュゴウン,シュゴウン,シュゴウン
シュコー,3,3,6000,感動詞,*,*,*,*,*,シュコー,シュコー,シュコー
シュコーッ,3,3,5000,感動詞,*,*,*,*,*,シュコーッ,シュコーッ,シュコーッ
シュコーパタン,3,3,3000,感動詞,*,*,*,*,*,シュコーパタン,シュコーパタン,シュコーパタン
シュッ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,シュッ,シュッ,シュッ
シュポム,3,3,6000,感動詞,*,*,*,*,*,シュポム,シュポム,シュポム
シュルシュル,3,3,4000,感動詞,*,*,*,*,*,シュルシュル,シュルシュル,シュルシュル
シュルシュルシュル,3,3,2000,感動詞,*,*,*,*,*,シュルシュル,シュルシュル,シュルシュル
シュルシュルシュルシュル,3,3,1000,感動詞,*,*,*,*,*,シュルシュル,シュルシュルシュルシュル,シュルシュルシュルシュル
シュルシュルシュルシュルシュル,3,3,100,感動詞,*,*,*,*,*,シュルシュル,シュルシュルシュルシュルシュル,シュルシュルシュルシュルシュル
シュルルルル,3,3,4000,感動詞,*,*,*,*,*,シュルルルル,シュルルルル,シュルルルル
シュワオーンシュワオオーン,3,3,100,感動詞,*,*,*,*,*,シュワオーンシュワオオーン,シュワオーンシュワオオーン,シュワオーンシュワオオーン
ズームムムムムムーン,3,3,1000,感動詞,*,*,*,*,*,ズームムムムムムーン,ズームムムムムムーン,ズームムムムムムーン
ズゥン,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズゥン,ズゥン,ズゥン
ズガガーン,3,3,4000,感動詞,*,*,*,*,*,ズガガーン,ズガガーン,ズガガーン
ズガガガガーン,3,3,1000,感動詞,*,*,*,*,*,ズガガガガーン,ズガガガガーン,ズガガガガーン
ズガガガガガ,3,3,2000,感動詞,*,*,*,*,*,ズガガガガガ,ズガガガガガ,ズガガガガガ
ズガガガガガーン,3,3,1000,感動詞,*,*,*,*,*,ズガガガガガーン,ズガガガガガーン,ズガガガガガーン
ズガガガガガガガ,3,3,1000,感動詞,*,*,*,*,*,ズガガガガガガガ,ズガガガガガガガ,ズガガガガガガガ
ズガッ,3,3,9000,感動詞,*,*,*,*,*,ズガッ,ズガッ,ズガッ
ズグーン,3,3,6000,感動詞,*,*,*,*,*,ズグーン,ズグーン,ズグーン
ズゴム,3,3,9000,感動詞,*,*,*,*,*,ズゴム,ズゴム,ズゴム
ズシズシ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズシズシ,ズシズシ,ズシズシ
ズシズシッ,3,3,5000,感動詞,*,*,*,*,*,ズシズシッ,ズシズシッ,ズシズシッ
ズシリズシリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズシリズシリ,ズシリズシリ,ズシリズシリ
ズズズ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズズズ,ズズズ,ズズズ
ズズズズザリザリ,3,3,2000,感動詞,*,*,*,*,*,ズズズズザリザリ,ズズズズザリザリ,ズズズズザリザリ
ズズズンズズンズズズズン,3,3,100,感動詞,*,*,*,*,*,ズズズンズズンズズズズンイッイヨーッ,ズズズンズズンズズズズンイッイヨーッ,ズズズンズズンズズズズンイッイヨーッ
ズズンズンブーン,3,3,1000,感動詞,*,*,*,*,*,ズズンズンブーン,ズズンズンブーン,ズズンズンブーン
ズゾゾゾゾゾゾゾ,3,3,1000,感動詞,*,*,*,*,*,ズゾゾゾゾゾゾゾ,ズゾゾゾゾゾゾゾ,ズゾゾゾゾゾゾゾ
スタカスタサスタタタタタタタタタタ,3,3,100,感動詞,*,*,*,*,*,スタカスタサスタタタタタタタタタタ,スタカスタサスタタタタタタタタタタ,スタカスタサスタタタタタタタタタタ
ズッキュンズッキュンズッキュンズン,3,3,1000,感動詞,*,*,*,*,*,ズッキュンズッキュンズッキュンズン,ズッキュンズッキュンズッキュンズン,ズッキュンズッキュンズッキュンズン
ズッキュンズッキュンズッキュンズンズズ,3,3,100,感動詞,*,*,*,*,*,ズッキュンズッキュンズッキュンズンズズ,ズッキュンズッキュンズッキュンズンズズ,ズッキュンズッキュンズッキュンズンズズ
ズッダン,3,3,6000,感動詞,*,*,*,*,*,ズッダン,ズッダン,ズッダン
ズッタンズタタン,3,3,1000,感動詞,*,*,*,*,*,ズッタンズタタン,ズッタンズタタン,ズッタンズタタン
ズッパンズパパン,3,3,1000,感動詞,*,*,*,*,*,ズッパンズパパン,ズッパンズパパン,ズッパンズパパン
ストコココ,3,3,4000,感動詞,*,*,*,*,*,ストコココ,ストコココ,ストコココ
ストココココ,3,3,2000,感動詞,*,*,*,*,*,ストココココ,ストココココ,ストココココ
ストコココココ,3,3,1000,感動詞,*,*,*,*,*,ストコココココ,ストコココココ,ストコココココ
スパパパパパ,3,3,2000,感動詞,*,*,*,*,*,スパパパパパ,スパパパパパ,スパパパパパ
ズヒズヒ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズヒズヒ,ズヒズヒ,ズヒズヒ
ズブズブ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズブズブ,ズブズブ,ズブズブ
ズブブンブブーン,3,3,1000,感動詞,*,*,*,*,*,ズブブンブブーン,ズブブンブブーン,ズブブンブブーン
スポスポスポ,3,3,2000,感動詞,*,*,*,*,*,スポスポスポ,スポスポスポ,スポスポスポ
スポスポスポスポ,3,3,1000,感動詞,*,*,*,*,*,スポスポスポスポ,スポスポスポスポ,スポスポスポスポ
スポスポスポスポスポ,3,3,1000,感動詞,*,*,*,*,*,スポスポスポスポスポ,スポスポスポスポスポ,スポスポスポスポスポ
スポスポスポスポスポスポ,3,3,100,感動詞,*,*,*,*,*,スポスポスポスポスポスポ,スポスポスポスポスポスポ,スポスポスポスポスポスポ
スポスポスポスポスポスポスポ,3,3,100,感動詞,*,*,*,*,*,スポスポスポスポスポスポスポ,スポスポスポスポスポスポスポ,スポスポスポスポスポスポスポ
スポスポスポスポスポスポスポスポ,3,3,100,感動詞,*,*,*,*,*,スポスポスポスポスポスポスポスポ,スポスポスポスポスポスポスポスポ,スポスポスポスポスポスポスポスポ
ズボリ,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズボリ,ズボリ,ズボリ
ズムズム,1282,1282,5000,副詞,助詞類接続,*,*,*,*,ズムズム,ズムズム,ズムズム
ズンズブンバビンバブンブンブブ,3,3,100,感動詞,*,*,*,*,*,ズンズブンバビンバブンブンブブ,ズンズブンバビンバブンブンブブ,ズンズブンバビンバブンブンブブ
